,CNS,amnioserosa,epidermis,fat body,foregut,hindgut,midgut,muscle,oenocyte,plasmatocytes,proventriculus,salivary gland,sensory nervous system,tracheal system,ubiquitous,yolk nuclei
E16-18h_a_S06_3500x113840-slice5,1.5631721e-15,1.4104638e-15,0.8694324,8.864284e-08,0.1118886,1.1819084e-15,1.3691236e-09,6.261546e-16,5.5683074e-08,2.1801902e-15,1.7080727e-06,0.00522186,1.48506e-15,1.4757252e-15,0.013455422,5.01914e-16
E16-18h_a_S06_3500x113860-slice5,5.579769e-21,4.9117096e-21,0.99998844,1.2939834e-06,5.1006523e-06,2.8965244e-21,5.174837e-12,9.874948e-22,1.6702167e-10,8.939093e-21,1.3306936e-10,1.9121602e-07,4.9643778e-21,4.351882e-21,4.9862324e-06,8.631143e-21
E16-18h_a_S06_3500x113880-slice5,3.7826423e-17,4.0646123e-17,0.9310208,0.068827994,5.5561104e-06,3.7137127e-17,4.01334e-08,7.156644e-18,2.3262642e-11,6.423332e-17,5.4423324e-09,7.53021e-08,4.3082614e-17,4.3895153e-17,0.0001456151,2.9815846e-16
E16-18h_a_S06_3500x113900-slice5,4.033604e-12,4.5973655e-12,0.4315786,0.40881184,0.13471887,5.0706145e-12,1.777737e-07,1.9576944e-12,1.102171e-06,7.454152e-12,2.0248194e-07,0.00013165346,4.884666e-12,5.6714906e-12,0.024757547,2.8489396e-12
E16-18h_a_S06_3500x113920-slice5,3.0206972e-12,3.5970664e-12,0.25330514,0.23282346,0.48747736,4.86158e-12,1.1629029e-07,3.1319287e-12,3.4622246e-07,5.447287e-12,4.2842805e-07,0.02614642,3.810312e-12,4.519803e-12,0.0002467534,2.512566e-12
E16-18h_a_S06_3500x113940-slice5,2.5078474e-21,1.8552898e-21,0.38941935,4.8444207e-07,0.6104733,9.72866e-22,1.7142135e-10,2.546348e-22,8.178617e-10,3.171063e-21,8.331246e-08,0.00010683937,1.5986582e-21,1.2885283e-21,8.290671e-12,1.3654815e-21
E16-18h_a_S06_3500x113960-slice5,9.978802e-26,6.144503e-26,0.35155323,1.6267894e-12,0.64842546,2.7413536e-26,1.3206737e-10,1.4512586e-26,3.045549e-09,1.0148984e-25,1.5946402e-08,2.1337148e-05,5.123868e-26,3.6384012e-26,3.3318086e-13,4.6236993e-26
E16-18h_a_S06_3500x113980-slice5,2.260043e-24,1.3803355e-24,0.2460482,1.1321583e-10,0.7166967,6.8510607e-25,8.6157376e-10,4.555389e-25,1.08558176e-07,2.6807975e-24,5.178646e-07,0.03725455,1.2380897e-24,8.281409e-25,1.2921498e-13,1.770757e-24
E16-18h_a_S06_3500x114000-slice5,2.7027924e-23,1.6024147e-23,0.17201261,3.8397554e-13,0.6171265,6.644482e-24,1.7267623e-10,2.2238403e-24,2.5581215e-09,3.2449408e-23,1.16659514e-07,0.2108607,1.3688204e-23,9.787073e-24,8.196432e-11,1.1794615e-23
E16-18h_a_S06_3500x114020-slice5,1.3595768e-20,8.057778e-21,0.13698536,1.584996e-12,0.17439087,2.935002e-21,9.392978e-09,4.452404e-22,7.875995e-11,1.6814556e-20,2.9601297e-06,0.6886208,6.840504e-21,5.098015e-21,3.515395e-08,6.565663e-21
E16-18h_a_S06_3500x114040-slice5,2.703636e-16,2.0479864e-16,0.09617414,1.81344e-12,0.13801773,1.3026735e-16,4.9348956e-09,3.6913166e-17,2.1625206e-07,4.049298e-16,1.086502e-08,0.7657267,1.9685153e-16,1.8187673e-16,8.11481e-05,3.6629817e-17
E16-18h_a_S06_3500x114060-slice5,7.6193276e-16,5.429586e-16,0.12726015,5.082773e-09,0.2346495,3.578157e-16,4.5354e-10,1.0451153e-16,6.753932e-08,1.2742656e-15,2.570755e-08,0.46295956,5.208591e-16,5.043085e-16,0.17513067,1.48804e-16
E16-18h_a_S06_3500x114080-slice5,3.1231322e-16,2.076514e-16,0.18856995,1.7306697e-08,0.19471468,1.0120121e-16,6.395172e-13,3.316145e-17,5.14978e-08,5.0890295e-16,2.4262877e-07,0.17432275,2.049052e-16,1.8539203e-16,0.44239223,3.2038717e-17
E16-18h_a_S06_3500x114100-slice5,1.0805435e-15,9.314298e-16,0.5960844,3.028647e-10,0.059025664,9.114061e-16,9.868212e-12,5.104068e-16,1.9526098e-07,1.882775e-15,1.0903124e-07,0.16947034,1.102932e-15,1.1376563e-15,0.17541933,6.638545e-17
E16-18h_a_S06_3500x114120-slice5,9.394433e-18,6.998335e-18,0.75502884,1.7180324e-09,0.09344527,4.2785673e-18,2.4370353e-11,1.5658463e-18,1.7955998e-08,1.33128665e-17,1.0840482e-08,0.15152223,7.095646e-18,6.2436635e-18,3.5925477e-06,1.2798996e-18
E16-18h_a_S06_3500x114140-slice5,8.227324e-21,5.1099426e-21,0.61318654,7.4469565e-14,0.23358059,2.4287566e-21,2.395899e-11,6.322704e-22,1.0492063e-09,9.778168e-21,4.5413695e-09,0.15323271,4.7585047e-21,3.7823084e-21,1.3108202e-07,1.0998414e-21
E16-18h_a_S06_3500x114160-slice5,3.827669e-16,2.821808e-16,0.6702768,4.21891e-08,0.18222368,2.0842214e-16,4.231343e-09,1.6789665e-16,7.343074e-07,5.5789005e-16,0.000157143,0.1472459,3.005954e-16,2.3514482e-16,9.562234e-05,1.0654953e-16
E16-18h_a_S06_3500x114180-slice5,2.82621e-17,1.9162382e-17,0.5961447,4.9233407e-08,0.22806624,1.0854815e-17,1.1920894e-12,5.0391272e-18,2.4702777e-07,4.505757e-17,6.8438094e-06,0.17576008,1.9841909e-17,1.5459144e-17,2.1974167e-05,3.39591e-18
E16-18h_a_S06_3500x114200-slice5,7.134382e-20,4.640147e-20,0.7050067,3.4863312e-12,0.19477852,2.3203069e-20,7.5013135e-11,4.3765904e-21,2.3710342e-10,8.607151e-20,4.4855256e-06,0.10020834,4.588642e-20,3.616563e-20,1.9271338e-06,1.0290056e-20
E16-18h_a_S06_3500x114220-slice5,1.8410987e-20,1.3167227e-20,0.6215908,7.625956e-14,0.23206235,9.053977e-21,8.984409e-10,2.1465248e-21,1.7765876e-10,2.255572e-20,3.525906e-12,0.14633316,1.2436699e-20,1.1698897e-20,1.3621528e-05,4.0102665e-21
E16-18h_a_S06_3520x113760-slice5,2.5503767e-14,1.7465392e-14,0.34934002,6.637904e-09,0.030121462,9.3077715e-15,0.00012398163,2.8696528e-15,6.9997027e-06,2.8058319e-14,0.0015245238,0.12000852,1.6218914e-14,1.3154985e-14,0.49887446,3.6520127e-14
E16-18h_a_S06_3520x113780-slice5,7.294009e-15,5.2613994e-15,0.3850304,1.7398663e-12,0.20146021,4.0163355e-15,9.9142365e-09,3.4683253e-15,0.00373914,9.00903e-15,0.029209638,0.111325346,6.0181344e-15,4.978904e-15,0.26923522,7.25355e-16
E16-18h_a_S06_3520x113800-slice5,4.8556412e-17,4.040591e-17,0.4965618,1.02839964e-13,0.16480719,3.6201526e-17,1.4013569e-05,2.1336489e-17,5.7674097e-06,6.093104e-17,0.00013121044,0.073178194,4.2778042e-17,3.9612303e-17,0.26530176,1.988893e-17
E16-18h_a_S06_3520x113820-slice5,3.4193015e-16,3.4201756e-16,0.6330579,2.9458383e-10,0.036427546,3.8664113e-16,7.843599e-08,2.0671344e-16,1.7923101e-08,5.2601995e-16,1.046822e-08,0.0033512432,3.8734827e-16,4.3443213e-16,0.32716325,9.412114e-17
E16-18h_a_S06_3520x113840-slice5,1.8750446e-14,1.8652286e-14,0.7816375,3.2573237e-09,0.038330067,2.1767791e-14,2.1600034e-07,4.1794378e-14,5.69614e-05,2.783102e-14,1.2099647e-06,0.011448791,2.106835e-14,2.1779751e-14,0.16852519,6.2809966e-15
E16-18h_a_S06_3520x113860-slice5,5.4947663e-15,6.2319937e-15,0.8506951,4.6095336e-09,0.017881664,8.1347215e-15,1.5354491e-08,1.24591686e-14,5.6573713e-06,9.217144e-15,5.6726055e-08,4.257251e-05,7.488941e-15,8.458707e-15,0.13137491,1.0029185e-15
E16-18h_a_S06_3520x113880-slice5,1.9754252e-13,2.0102378e-13,0.42425495,1.29253785e-05,0.068650946,2.126083e-13,1.568074e-08,1.5171291e-13,3.104072e-07,3.218625e-13,2.8073993e-07,0.009158289,2.1857247e-13,2.46214e-13,0.49792233,6.904435e-14
E16-18h_a_S06_3520x113900-slice5,1.01377836e-13,1.2211322e-13,0.14304632,0.032842267,0.22149356,1.9480652e-13,2.975079e-08,1.9941671e-13,9.390567e-08,2.3380795e-13,7.742317e-08,0.010160018,1.342587e-13,1.6393125e-13,0.5924577,6.7507205e-14
E16-18h_a_S06_3520x113920-slice5,3.664393e-14,3.3332495e-14,0.26048988,0.07902339,0.62357146,3.123591e-14,1.0716167e-07,1.0162696e-14,1.8923502e-07,6.202117e-14,8.1095214e-07,0.036837857,3.1621173e-14,3.130008e-14,7.625263e-05,4.643585e-14
E16-18h_a_S06_3520x113940-slice5,1.5652702e-22,1.05484076e-22,0.36502528,1.8510735e-07,0.6349595,4.5800772e-23,1.7859024e-09,1.05374636e-23,9.657973e-10,1.7354271e-22,9.617499e-09,1.5031065e-05,8.58031e-23,6.6241054e-23,7.703379e-12,1.4506565e-22
E16-18h_a_S06_3520x113960-slice5,4.682223e-27,2.444499e-27,0.27043223,4.1606025e-13,0.72782826,7.6692504e-28,2.5908582e-09,2.25712e-28,8.7544805e-10,3.8515506e-27,8.845406e-09,0.0017395396,1.826945e-27,1.14265385e-27,4.270317e-16,5.3537162e-27
E16-18h_a_S06_3520x113980-slice5,5.114409e-25,2.989189e-25,0.2989278,1.4213629e-11,0.6951403,1.354398e-25,8.5733426e-10,5.426757e-26,1.1351532e-09,5.023683e-25,2.5684965e-09,0.0059319055,2.4258215e-25,1.7103243e-25,3.9520278e-13,4.5027707e-25
E16-18h_a_S06_3520x114000-slice5,1.7215171e-21,1.1752093e-21,0.31750882,1.858606e-12,0.5561211,6.643068e-22,3.982715e-11,2.702185e-22,2.918696e-10,2.5029587e-21,1.0929456e-06,0.12636884,1.1422894e-21,9.177712e-22,1.5763915e-07,2.955072e-22
E16-18h_a_S06_3520x114020-slice5,1.4321114e-16,1.18509e-16,0.21889132,1.3969863e-10,0.42284733,1.1718644e-16,2.5713228e-11,4.483533e-17,4.5467644e-08,2.671314e-16,1.7992255e-07,0.30473593,1.3080873e-16,1.308826e-16,0.05352514,1.0459136e-17
E16-18h_a_S06_3520x114040-slice5,4.6871834e-15,3.5521087e-15,0.11724696,2.1771495e-08,0.2624728,2.5523369e-15,9.751785e-11,1.0986346e-15,1.0139189e-06,8.717233e-15,3.130312e-06,0.5219502,3.6110344e-15,3.357429e-15,0.09832586,6.069852e-16
E16-18h_a_S06_3520x114060-slice5,1.4250123e-13,9.027712e-14,0.046763558,7.7232706e-08,0.19759856,4.0576998e-14,2.2468712e-10,2.5419332e-14,0.004641734,1.8911358e-13,9.639608e-06,0.25372568,8.614615e-14,7.054659e-14,0.49726075,2.6367973e-14
E16-18h_a_S06_3520x114080-slice5,6.697654e-17,4.5964703e-17,0.16347139,5.6045876e-11,0.20605335,2.338816e-17,2.2838472e-11,1.4341851e-17,9.401834e-06,1.1000816e-16,1.02105986e-07,0.22389118,4.6114694e-17,4.1095914e-17,0.40657455,7.36368e-18
E16-18h_a_S06_3520x114100-slice5,1.8895689e-16,1.5900116e-16,0.7567861,2.5344261e-06,0.074085936,1.1802134e-16,1.9487241e-13,2.954281e-17,4.070337e-10,3.5960593e-16,3.98388e-07,0.16906996,1.7415163e-16,1.6838389e-16,5.5041924e-05,1.8023094e-17
E16-18h_a_S06_3520x114120-slice5,6.8351283e-19,6.877472e-19,0.7308932,1.3942263e-09,0.19461723,9.278794e-19,9.4082884e-14,1.9484396e-18,2.8320875e-07,1.5974202e-18,6.2409333e-10,0.0744748,8.389474e-19,8.851051e-19,1.4594071e-05,2.9418032e-20
E16-18h_a_S06_3520x114140-slice5,3.1013509e-19,2.713666e-19,0.6633036,5.2447135e-08,0.21943364,2.6365136e-19,1.2005875e-09,1.04092874e-19,1.7991415e-10,5.280972e-19,9.783185e-10,0.117262326,2.7727673e-19,2.6698523e-19,4.032381e-07,1.0019339e-19
E16-18h_a_S06_3520x114160-slice5,1.07757406e-17,7.566742e-18,0.65924394,9.6254844e-08,0.18794772,4.8784164e-18,9.337732e-10,1.3146168e-18,2.7090977e-10,1.4572431e-17,4.2014247e-07,0.15279561,7.183149e-18,6.0529727e-18,1.224151e-05,4.674146e-18
E16-18h_a_S06_3520x114180-slice5,7.149495e-16,4.7562356e-16,0.62852407,7.135356e-08,0.21044713,2.6742426e-16,6.681335e-08,1.2611042e-16,2.4286808e-06,7.7396243e-16,2.9829782e-06,0.16101955,4.525432e-16,3.5249475e-16,3.6913075e-06,4.3929638e-16
E16-18h_a_S06_3520x114200-slice5,4.215935e-17,2.987562e-17,0.75607526,1.110211e-08,0.1275612,1.5827529e-17,2.045061e-09,2.581172e-18,5.9623295e-10,5.1412915e-17,7.6323204e-07,0.116353005,2.8416854e-17,2.3755944e-17,9.769518e-06,1.3779602e-17
E16-18h_a_S06_3520x114220-slice5,2.0406559e-16,1.3375701e-16,0.60456926,3.089042e-07,0.22860001,7.8946065e-17,9.822751e-07,1.5539652e-17,2.1176116e-09,2.2463576e-16,5.9263803e-06,0.16678424,1.2121842e-16,9.795992e-17,3.927582e-05,2.0176357e-16
E16-18h_a_S06_3540x113760-slice5,2.444783e-14,1.766125e-14,0.37091318,1.6278054e-08,0.0004287212,9.4169625e-15,9.601419e-08,2.8340609e-15,6.6397806e-05,3.197832e-14,0.06831878,0.037561852,1.8687649e-14,1.4846699e-14,0.5227109,2.1385444e-14
E16-18h_a_S06_3540x113780-slice5,5.629263e-14,4.5472357e-14,0.5055764,2.5905308e-07,0.020439409,3.2052553e-14,2.985578e-07,1.1616175e-14,2.070874e-05,7.646931e-14,0.06966688,0.0003185115,5.0447297e-14,4.2979095e-14,0.40397757,2.6823907e-14
E16-18h_a_S06_3540x113800-slice5,1.0171288e-15,7.3296816e-16,0.36948362,1.3640289e-11,0.11602769,4.418322e-16,1.213614e-07,1.5010063e-16,7.1417653e-06,1.2105457e-15,0.013486575,0.02231186,7.629168e-16,6.4673364e-16,0.47868308,2.7019684e-16
E16-18h_a_S06_3540x113820-slice5,2.0999605e-15,1.7274857e-15,0.7129754,2.6977034e-06,0.08857797,1.1849161e-15,1.5946178e-05,3.7310647e-16,5.0089522e-08,2.6936783e-15,5.6426998e-06,9.667728e-05,1.7011967e-15,1.594412e-15,0.19832565,2.344356e-15
E16-18h_a_S06_3540x113840-slice5,8.1425434e-18,7.34936e-18,0.8427537,4.090235e-12,0.04805813,7.0536156e-18,1.8643211e-08,8.024413e-18,7.74872e-07,1.2459072e-17,9.0261125e-08,0.010689688,7.951677e-18,8.177999e-18,0.09849755,1.9198663e-18
E16-18h_a_S06_3540x113860-slice5,4.9371226e-16,4.8767747e-16,0.9043872,1.2257775e-08,0.01936174,5.189082e-16,3.50007e-12,4.288301e-16,2.2951767e-06,8.311606e-16,2.0129703e-07,4.9641726e-06,5.7026583e-16,6.0699614e-16,0.0762436,3.7145985e-17
E16-18h_a_S06_3540x113880-slice5,4.2645327e-16,5.085379e-16,0.64519334,6.547198e-06,0.088176824,7.45639e-16,1.3007279e-09,4.4817916e-16,1.7834381e-08,9.293726e-16,2.006851e-10,4.7043245e-06,5.7647755e-16,7.420042e-16,0.26661855,8.805196e-17
E16-18h_a_S06_3540x113900-slice5,1.4856536e-15,1.425625e-15,0.41481882,5.350416e-06,0.25863624,1.7557911e-15,1.3857071e-10,1.8414297e-15,2.8894603e-05,3.0596173e-15,1.0104384e-06,7.7420635e-05,1.6393265e-15,1.7085946e-15,0.32643223,2.2472838e-16
E16-18h_a_S06_3540x113920-slice5,1.728818e-17,1.5034562e-17,0.26660544,0.013750587,0.7196106,1.2571865e-17,5.0985486e-06,1.9518826e-18,9.6106526e-11,2.7929274e-17,2.7115097e-09,2.4331737e-06,1.3184e-17,1.3296327e-17,2.5841257e-05,3.7922674e-17
E16-18h_a_S06_3540x113940-slice5,1.28812174e-23,7.479231e-24,0.07574742,1.1844408e-09,0.92424935,2.9532325e-24,1.801341e-08,6.8102007e-25,1.3190647e-10,1.2757156e-23,1.777586e-06,1.3762593e-06,6.0748687e-24,4.2740898e-24,1.1440419e-11,1.6347801e-23
E16-18h_a_S06_3540x113960-slice5,2.7313104e-26,1.4595523e-26,0.22531813,3.801021e-11,0.77466714,5.651125e-27,1.232562e-07,1.8399926e-27,1.624038e-09,2.402405e-26,3.801977e-08,1.4457367e-05,1.13471625e-26,7.10174e-27,1.9822734e-14,4.651578e-26
E16-18h_a_S06_3540x113980-slice5,4.0214614e-24,2.2817823e-24,0.28783214,3.9521036e-10,0.69178903,9.74875e-25,3.2345293e-09,5.138936e-25,1.1651164e-08,4.3049457e-24,1.1301197e-06,0.020377701,1.8885275e-24,1.1892996e-24,2.8667598e-13,4.221181e-24
E16-18h_a_S06_3540x114000-slice5,7.311098e-25,5.0100443e-25,0.24337609,5.3387507e-14,0.6761072,3.4066367e-25,3.379658e-12,1.2856898e-25,2.8581007e-11,1.0868517e-24,5.6929742e-11,0.08051659,4.652875e-25,4.0249774e-25,1.9450244e-09,1.374779e-25
E16-18h_a_S06_3540x114020-slice5,1.12655035e-17,7.585202e-18,0.23644584,9.5236405e-09,0.57406855,4.7981463e-18,3.8374803e-11,1.3316247e-18,1.0450341e-08,1.8925926e-17,6.637338e-06,0.18937942,7.422732e-18,6.1752006e-18,9.950336e-05,2.2206968e-18
E16-18h_a_S06_3540x114040-slice5,1.4976993e-14,1.125677e-14,0.20628126,4.9931938e-08,0.37082234,8.950047e-15,1.4361571e-09,6.6030026e-15,3.343643e-05,2.5559656e-14,5.992993e-06,0.2634934,1.1906085e-14,1.0798948e-14,0.15936352,2.693958e-15
E16-18h_a_S06_3540x114060-slice5,1.249216e-15,8.410548e-16,0.14196011,1.4535203e-11,0.36788124,5.76645e-16,1.1919839e-06,9.427814e-16,0.042790912,1.6392532e-15,2.0632227e-07,0.14991951,8.061546e-16,7.005462e-16,0.2974468,4.0226836e-16
E16-18h_a_S06_3540x114080-slice5,5.9535727e-15,4.4937614e-15,0.27605864,1.8852983e-06,0.2870171,3.2267364e-15,3.8479137e-11,2.5966456e-15,2.7974038e-06,1.0321737e-14,4.2102197e-06,0.11081668,4.8322412e-15,4.4567075e-15,0.32609868,9.043666e-16
E16-18h_a_S06_3540x114100-slice5,2.237349e-16,2.1879986e-16,0.77342,4.5427276e-10,0.08317423,2.66573e-16,2.495551e-10,2.3920618e-16,1.6981906e-07,4.5195873e-16,8.917131e-09,0.059731413,2.5902863e-16,2.7515037e-16,0.08367422,1.7538717e-17
E16-18h_a_S06_3540x114120-slice5,3.2183364e-19,2.5622325e-19,0.6422839,2.5882148e-09,0.24114513,1.9320175e-19,1.9341823e-11,9.710644e-20,1.8263201e-09,5.330484e-19,1.0713829e-07,0.11657053,2.7236354e-19,2.4392078e-19,3.8638024e-07,4.4406193e-20
E16-18h_a_S06_3540x114140-slice5,1.5376566e-19,1.0914021e-19,0.64561284,9.583495e-11,0.20696758,6.739033e-20,1.1889387e-08,2.8494504e-20,2.4648193e-08,1.8534452e-19,2.73888e-08,0.14741953,1.0399464e-19,8.380657e-20,1.3980321e-08,5.768247e-20
E16-18h_a_S06_3540x114160-slice5,9.297569e-16,7.908917e-16,0.6347119,5.923278e-07,0.19079143,8.546556e-16,7.762559e-07,6.178438e-16,1.1229521e-06,1.3180931e-15,8.217162e-08,0.17449078,8.110537e-16,7.465224e-16,3.3173749e-06,6.14574e-16
E16-18h_a_S06_3540x114180-slice5,3.8870714e-18,2.7092173e-18,0.52903104,1.0537232e-10,0.30333385,1.5242852e-18,5.8167025e-06,5.850584e-19,9.069272e-08,3.843061e-18,7.582085e-08,0.1676291,2.3799382e-18,1.9011326e-18,5.8455083e-08,3.4399598e-18
E16-18h_a_S06_3540x114200-slice5,6.5338015e-16,4.932706e-16,0.5532931,8.655593e-10,0.33555794,3.7324179e-16,9.255705e-07,2.8826598e-16,1.363789e-05,7.4740287e-16,4.8974916e-06,0.11112757,4.9566425e-16,4.0952577e-16,1.9180734e-06,2.5850252e-16
E16-18h_a_S06_3540x114220-slice5,1.262594e-18,9.063406e-19,0.4904834,9.949157e-11,0.34452066,6.146448e-19,2.3214306e-09,1.4328742e-19,2.9413774e-09,1.5982131e-18,5.49173e-08,0.16499098,8.799646e-19,7.5683976e-19,4.9477753e-06,3.4525565e-19
E16-18h_a_S06_3560x113760-slice5,8.5577724e-16,8.5712e-16,0.32043955,2.4879344e-07,7.3525225e-05,7.3891464e-16,2.5583527e-06,2.4953797e-16,5.6755688e-08,1.604258e-15,2.6189735e-05,0.023403272,9.228202e-16,9.057724e-16,0.65605456,2.1691165e-15
E16-18h_a_S06_3560x113780-slice5,1.02408545e-14,7.827995e-15,0.46534467,5.94686e-11,0.09549571,5.0839023e-15,7.342125e-09,2.149279e-15,9.144833e-05,1.3806386e-14,0.03465714,0.040091418,8.868149e-15,7.4799896e-15,0.36431965,1.2635152e-15
E16-18h_a_S06_3560x113800-slice5,6.946377e-14,5.223785e-14,0.65879524,1.8935123e-07,0.03975695,3.3200724e-14,1.5228953e-05,1.131448e-14,4.144697e-06,8.338197e-14,0.06393252,0.016561542,5.5817838e-14,4.5399756e-14,0.22093412,5.5365712e-14
E16-18h_a_S06_3560x113820-slice5,8.6750606e-17,6.564436e-17,0.79971814,1.5304088e-11,0.00043484828,3.1920827e-17,5.968584e-06,1.3534341e-17,5.2802756e-07,8.8751616e-17,8.413655e-07,6.629531e-08,6.50605e-17,5.7284e-17,0.19983956,7.2613746e-17
E16-18h_a_S06_3560x113840-slice5,1.2072788e-16,1.0633734e-16,0.97364277,8.67637e-13,0.024720099,8.498578e-17,1.0827845e-06,7.9994665e-17,1.64359e-06,1.4215566e-16,2.0328123e-05,1.1469245e-05,1.1527585e-16,1.02312395e-16,0.0016025755,2.2435646e-17
E16-18h_a_S06_3560x113860-slice5,6.068733e-19,6.4225384e-19,0.8600484,9.272318e-15,0.02787151,9.029047e-19,8.5066134e-08,1.3155841e-18,1.211592e-06,9.394311e-19,3.9040358e-11,4.116104e-08,7.5043557e-19,9.07511e-19,0.112078704,5.28398e-20
E16-18h_a_S06_3560x113880-slice5,6.5458584e-14,6.8031376e-14,0.5387604,4.274814e-10,0.11092932,1.005475e-13,1.8886843e-10,1.4030884e-13,0.023131458,1.1170299e-13,5.344839e-06,0.000116692856,8.734952e-14,9.5550283e-14,0.3270567,3.718089e-15
E16-18h_a_S06_3560x113900-slice5,7.417272e-18,6.2519523e-18,0.20326403,3.0123701e-09,0.5097136,5.555937e-18,1.0476525e-09,4.2010146e-18,2.2811371e-05,1.3216313e-17,2.5723816e-07,2.4427396e-07,6.6420055e-18,6.3669246e-18,0.28699908,1.1813669e-18
E16-18h_a_S06_3560x113920-slice5,2.4692505e-20,1.610626e-20,0.24580437,8.597621e-11,0.7541272,9.337211e-21,8.9512696e-11,2.7410827e-21,8.4143716e-07,3.1371707e-20,6.1081446e-05,1.9532858e-07,1.5553063e-20,1.22844455e-20,6.2884183e-06,4.4481646e-21
E16-18h_a_S06_3560x113940-slice5,8.881235e-27,6.127938e-27,0.0016250995,1.4484848e-11,0.99837446,3.647049e-27,2.2069436e-12,8.141424e-28,1.2031142e-12,1.55602e-26,5.167104e-09,3.9560328e-07,5.1724997e-27,4.252835e-27,8.447961e-14,4.3589896e-27
E16-18h_a_S06_3560x113960-slice5,1.4793803e-27,8.269435e-28,0.052819926,5.088533e-13,0.9471577,3.8334292e-28,3.8957937e-10,2.0966552e-28,1.4823031e-09,1.6310658e-27,6.185346e-07,2.1773241e-05,6.9884713e-28,4.4799548e-28,1.0184264e-14,1.0331206e-27
E16-18h_a_S06_3560x113980-slice5,7.2282777e-25,4.991054e-25,0.24599105,1.2774295e-11,0.73369604,3.1793885e-25,1.084418e-10,2.1027543e-25,5.672134e-10,9.693966e-25,2.626549e-08,0.020312864,4.47501e-25,3.332517e-25,1.0983428e-12,2.9083255e-25
E16-18h_a_S06_3560x114000-slice5,1.4325857e-19,1.1236862e-19,0.34708652,3.050642e-11,0.54533845,1.1630234e-19,1.7083087e-09,1.6031289e-19,3.3468476e-07,2.2758652e-19,2.1603052e-08,0.10757393,1.1613609e-19,1.04598126e-19,7.317245e-07,3.124759e-20
E16-18h_a_S06_3560x114020-slice5,2.3770956e-18,1.7380723e-18,0.31850183,1.6211016e-09,0.5136349,1.5250687e-18,4.601034e-08,5.730571e-19,1.8959657e-08,3.892884e-18,5.2100067e-06,0.16780806,1.7356607e-18,1.4914806e-18,5.002291e-05,9.895195e-19
E16-18h_a_S06_3560x114040-slice5,1.667376e-14,1.1930093e-14,0.29364204,2.3448831e-06,0.5509442,7.96497e-15,1.14518926e-07,4.5120903e-15,1.2920317e-06,2.6027517e-14,0.017624076,0.131532,1.2061838e-14,9.742037e-15,0.0062538874,8.401205e-15
E16-18h_a_S06_3560x114060-slice5,3.5269886e-14,3.1400037e-14,0.15487492,2.2100255e-06,0.40793198,2.461263e-14,0.012814151,2.6209454e-14,4.486997e-06,5.3121166e-14,1.2251316e-07,0.13359164,2.8099608e-14,2.7977568e-14,0.29078043,6.9330385e-14
E16-18h_a_S06_3560x114080-slice5,2.0364504e-16,1.6370017e-16,0.202985,3.041289e-09,0.19966725,1.3187289e-16,2.6837566e-07,1.0627658e-16,5.062165e-07,3.230762e-16,1.2078289e-07,0.09057322,1.6644053e-16,1.6452843e-16,0.5067736,7.65943e-17
E16-18h_a_S06_3560x114100-slice5,5.9328107e-17,4.6007084e-17,0.5849596,1.5047649e-11,0.15726802,3.1743933e-17,5.3660476e-09,1.3020729e-17,4.037277e-09,8.283526e-17,8.340623e-08,0.09152397,4.843253e-17,4.7860422e-17,0.16624837,9.756764e-18
E16-18h_a_S06_3560x114120-slice5,1.2995329e-15,9.86952e-16,0.69258994,5.265268e-09,0.21091846,6.986693e-16,3.488572e-08,3.9190602e-16,1.1141085e-07,1.5667229e-15,7.5507025e-08,0.09621971,9.81785e-16,8.789391e-16,0.00027161866,3.9382582e-16
E16-18h_a_S06_3560x114140-slice5,2.04975e-18,1.4064623e-18,0.7056571,1.2765483e-10,0.18610899,8.4684704e-19,6.853686e-08,4.886613e-19,4.9559972e-08,2.3567474e-18,6.887421e-07,0.10823265,1.3502824e-18,1.0589395e-18,4.0364455e-07,7.722993e-19
E16-18h_a_S06_3560x114160-slice5,2.194856e-16,1.4848419e-16,0.6245101,6.527732e-08,0.24829142,1.0044145e-16,1.5686038e-06,4.0224447e-17,2.2058322e-07,2.2688513e-16,1.5195391e-07,0.12719499,1.3676864e-16,1.1355227e-16,1.5063722e-06,2.1026633e-16
E16-18h_a_S06_3560x114180-slice5,2.1987031e-15,1.5429674e-15,0.5683063,1.3755705e-10,0.29902127,1.1372876e-15,1.1921016e-05,1.2762795e-15,0.0009427851,2.2217204e-15,6.099935e-06,0.13169344,1.5077075e-15,1.2152402e-15,1.8237772e-05,1.1932593e-15
E16-18h_a_S06_3560x114200-slice5,1.015314e-17,6.7604574e-18,0.5955538,4.2423056e-09,0.28309017,3.6526038e-18,8.649667e-09,1.5633492e-18,2.0281428e-07,1.1017683e-17,2.5515155e-06,0.121353164,6.2507073e-18,4.858057e-18,1.368392e-07,4.5759073e-18
E16-18h_a_S06_3560x114220-slice5,1.305517e-15,9.476964e-16,0.49527076,3.3510539e-09,0.35763422,6.5452475e-16,3.357796e-06,3.49265e-16,7.2382115e-08,1.4323266e-15,1.606343e-06,0.14706707,8.917773e-16,7.5590967e-16,2.2941951e-05,9.246737e-16
